time,student_id,latitude,longitude
2013-03-24 09:47:00,1,43.70666710,-72.28909740
2013-03-24 10:18:43,1,43.70666710,-72.28909740
2013-03-24 10:30:03,1,43.70666710,-72.28909740
2013-03-24 10:48:22,1,43.70666710,-72.28909740
2013-03-27 04:03:29,1,43.70666710,-72.28909740
2013-03-27 04:23:29,1,43.70663700,-72.28906640
2013-03-27 04:43:25,1,43.70667831,-72.28901794
2013-03-27 04:45:45,1,43.70667831,-72.28901794
2013-03-27 05:03:29,1,43.70666530,-72.28908700
2013-03-27 05:23:25,1,43.70680825,-72.28936950
2013-03-27 05:43:33,1,43.70681335,-72.28901799
2013-03-27 06:03:29,1,43.70667530,-72.28908730
2013-03-27 06:23:31,1,43.70681149,-72.28936715
2013-03-27 06:43:31,1,43.70677916,-72.28935243
2013-03-27 07:03:33,1,43.70672277,-72.28917474
2013-03-27 07:23:32,1,43.70685684,-72.28928107
2013-03-27 07:43:29,1,43.70668340,-72.28909250
2013-03-27 08:03:32,1,43.70683226,-72.28938812
2013-03-27 08:23:30,1,43.70682771,-72.28925635
2013-03-27 08:43:32,1,43.70689648,-72.28906596
2013-03-27 09:03:32,1,43.70668901,-72.28915945
2013-03-27 09:23:29,1,43.70666030,-72.28909420
2013-03-27 09:43:29,1,43.70667830,-72.28906730
2013-03-27 10:03:32,1,43.70681643,-72.28906892
2013-03-27 10:23:29,1,43.70667990,-72.28901490
2013-03-27 10:43:29,1,43.70667300,-72.28904970
2013-03-27 11:03:29,1,43.70667390,-72.28908680
2013-03-27 11:23:31,1,43.70680785,-72.28932163
2013-03-27 11:43:29,1,43.70667400,-72.28905160
2013-03-27 12:03:31,1,43.70696894,-72.28921631
2013-03-27 12:23:29,1,43.70666220,-72.28910530
2013-03-27 12:36:57,1,43.70660520,-72.28948360
2013-03-27 13:23:29,1,43.70454620,-72.29477670
2013-03-27 13:43:29,1,43.70459520,-72.29481100
2013-03-27 14:03:31,1,43.70878560,-72.28375200
2013-03-27 14:23:29,1,43.70878140,-72.28370160
2013-03-27 14:43:29,1,43.70873140,-72.28368500
2013-03-27 15:03:29,1,43.70869200,-72.28362840
2013-03-27 15:08:48,1,43.70757903,-72.28592356
2013-03-27 17:03:29,1,43.70667930,-72.28921700
2013-03-27 17:23:29,1,43.70658950,-72.28899300
2013-03-27 17:43:29,1,43.70664540,-72.28905570
2013-03-27 18:03:29,1,43.70664590,-72.28904760
2013-03-27 18:23:28,1,43.70694870,-72.28920941
2013-03-27 18:43:29,1,43.70663810,-72.28905270
2013-03-27 19:03:29,1,43.70665310,-72.28902370
2013-03-27 19:23:29,1,43.70664040,-72.28903970
2013-03-27 20:03:29,1,43.70663810,-72.28904960
2013-03-27 20:23:29,1,43.70672600,-72.28905660
2013-03-27 20:43:29,1,43.70667670,-72.28909520
2013-03-27 21:03:29,1,43.70665300,-72.28902310
2013-03-27 21:23:29,1,43.70665630,-72.28910140
2013-03-27 21:43:29,1,43.70665450,-72.28896500
2013-03-27 22:03:29,1,43.70671430,-72.28898070
2013-03-27 22:23:29,1,43.70667190,-72.28915630
2013-03-27 22:43:29,1,43.70666400,-72.28914370
2013-03-27 23:03:29,1,43.70663850,-72.28890490
2013-03-27 23:23:32,1,43.70667240,-72.28879330
2013-03-28 00:23:29,1,43.70162110,-72.28799150
2013-03-28 00:23:30,1,43.70161010,-72.28796990
2013-03-28 01:03:29,1,43.70670100,-72.28903930
2013-03-28 01:23:29,1,43.70667420,-72.28910090
2013-03-28 01:43:29,1,43.70668050,-72.28906270
2013-03-28 02:03:20,1,43.70715596,-72.28917899
2013-03-28 02:23:29,1,43.70668010,-72.28900580
2013-03-28 02:43:29,1,43.70670890,-72.28914040
2013-03-28 03:03:29,1,43.70668020,-72.28908050
2013-03-28 03:23:29,1,43.70666510,-72.28902870
2013-03-28 03:43:29,1,43.70667390,-72.28914930
2013-03-28 04:03:29,1,43.70666820,-72.28900460
2013-03-28 04:23:24,1,43.70697169,-72.28928144
2013-03-28 04:43:26,1,43.70686314,-72.28896690
2013-03-28 05:03:25,1,43.70661085,-72.28915745
2013-03-28 05:23:29,1,43.70669140,-72.28904810
2013-03-28 05:43:29,1,43.70669820,-72.28910850
2013-03-28 06:03:29,1,43.70669460,-72.28912550
2013-03-28 06:23:29,1,43.70667890,-72.28905950
2013-03-28 06:43:32,1,43.70682000,-72.28918256
2013-03-28 07:03:31,1,43.70693596,-72.28923684
2013-03-28 07:23:32,1,43.70687491,-72.28912055
2013-03-28 07:43:32,1,43.70658293,-72.28923958
2013-03-28 08:03:29,1,43.70669930,-72.28914800
2013-03-28 08:23:29,1,43.70669440,-72.28906160
2013-03-28 08:43:32,1,43.70675791,-72.28917341
2013-03-28 09:03:32,1,43.70681675,-72.28920337
2013-03-28 09:23:29,1,43.70665360,-72.28905820
2013-03-28 09:43:31,1,43.70667612,-72.28902651
2013-03-28 10:02:09,1,43.70675853,-72.28918622
2013-03-28 10:23:29,1,43.70669710,-72.28911300
2013-03-28 10:43:31,1,43.70679771,-72.28923036
2013-03-28 11:03:31,1,43.70672373,-72.28924911
2013-03-28 11:23:29,1,43.70674020,-72.28915940
2013-03-28 11:43:29,1,43.70670710,-72.28916140
2013-03-28 12:03:29,1,43.70670950,-72.28914460
2013-03-28 12:23:29,1,43.70670880,-72.28913550
2013-03-28 12:43:30,1,43.70685090,-72.28911031
2013-03-28 13:03:29,1,43.70669960,-72.28916910
2013-03-28 13:23:29,1,43.70670070,-72.28904760
2013-03-28 13:43:29,1,43.70666970,-72.28910620
2013-03-28 14:02:22,1,43.70691033,-72.28915844
2013-03-28 14:23:29,1,43.70668330,-72.28911880
2013-03-28 14:43:29,1,43.70669500,-72.28908470
2013-03-28 15:03:30,1,43.70682190,-72.28918701
2013-03-28 15:23:29,1,43.70671750,-72.28910370
2013-03-28 15:43:29,1,43.70671450,-72.28913800
2013-03-28 16:03:29,1,43.70668720,-72.28913090
2013-03-28 16:23:29,1,43.70667750,-72.28913310
2013-03-28 16:43:12,1,43.70672050,-72.28885212
2013-03-28 17:03:29,1,43.70664480,-72.28907460
2013-03-28 17:23:30,1,43.70190590,-72.28819040
2013-03-28 17:43:29,1,43.70173110,-72.28826750
2013-03-28 18:03:29,1,43.70176420,-72.28821400
2013-03-28 18:23:29,1,43.70173050,-72.28824860
2013-03-28 18:43:29,1,43.70173010,-72.28825880
2013-03-28 19:03:29,1,43.70172570,-72.28824660
2013-03-28 19:23:29,1,43.70178330,-72.28819290
2013-03-28 19:43:29,1,43.70172410,-72.28814820
2013-03-28 20:03:29,1,43.70176550,-72.28818170
2013-03-28 20:23:29,1,43.70173700,-72.28821880
2013-03-28 20:43:29,1,43.70176630,-72.28820220
2013-03-28 21:02:06,1,43.70306598,-72.28825520
2013-03-28 21:23:24,1,43.70669042,-72.28910197
2013-03-28 21:43:29,1,43.70663890,-72.28904950
2013-03-28 22:03:31,1,43.70652250,-72.28905130
2013-03-28 22:23:29,1,43.70665300,-72.28902430
2013-03-28 22:43:29,1,43.70665400,-72.28894140
2013-03-28 23:03:29,1,43.70663800,-72.28905300
2013-03-28 23:03:30,1,43.70663800,-72.28905300
2013-03-28 23:23:35,1,43.70414180,-72.28987690
2013-03-28 23:53:09,1,43.70663810,-72.28905270
2013-03-29 00:03:29,1,43.70663810,-72.28905270
2013-03-29 00:23:29,1,43.70665280,-72.28902360
2013-03-29 00:43:29,1,43.70665310,-72.28902330
2013-03-29 01:03:29,1,43.70662290,-72.28904620
2013-03-29 01:23:29,1,43.70664800,-72.28897070
2013-03-29 01:43:29,1,43.70663560,-72.28894630
2013-03-29 02:03:29,1,43.70663930,-72.28903830
2013-03-29 02:23:29,1,43.70665720,-72.28906630
2013-03-29 02:43:29,1,43.70665440,-72.28900050
2013-03-29 03:03:29,1,43.70665090,-72.28903600
2013-03-29 03:23:29,1,43.70665600,-72.28904060
2013-03-29 03:43:29,1,43.70667780,-72.28904830
2013-03-29 04:03:26,1,43.70698183,-72.28908921
2013-03-29 04:23:29,1,43.70669480,-72.28904450
2013-03-29 04:43:29,1,43.70667670,-72.28908670
2013-03-29 05:03:29,1,43.70665450,-72.28904420
2013-03-29 05:23:29,1,43.70666650,-72.28907400
2013-03-29 05:43:29,1,43.70667070,-72.28903130
2013-03-29 06:03:25,1,43.70674875,-72.28916992
2013-03-29 06:23:29,1,43.70667980,-72.28911140
2013-03-29 06:43:29,1,43.70667020,-72.28909560
2013-03-29 07:03:25,1,43.70688202,-72.28900067
2013-03-29 07:23:29,1,43.70667320,-72.28904350
2013-03-29 07:43:24,1,43.70660167,-72.28917956
2013-03-29 08:03:29,1,43.70667660,-72.28905730
2013-03-29 08:23:29,1,43.70667590,-72.28909350
2013-03-29 08:43:22,1,43.70668906,-72.28882874
2013-03-29 09:02:52,1,43.70661216,-72.28914404
2013-03-29 09:23:31,1,43.70677274,-72.28925833
2013-03-29 09:43:29,1,43.70667780,-72.28900450
2013-03-29 10:03:29,1,43.70668350,-72.28905870
2013-03-29 10:23:31,1,43.70677640,-72.28906906
2013-03-29 10:43:29,1,43.70668480,-72.28906320
2013-03-29 11:03:29,1,43.70668610,-72.28909760
2013-03-29 11:23:29,1,43.70667070,-72.28901930
2013-03-29 11:43:31,1,43.70676980,-72.28917079
2013-03-29 12:03:29,1,43.70668460,-72.28906830
2013-03-29 12:23:29,1,43.70668550,-72.28908340
2013-03-29 12:41:19,1,43.70652979,-72.28926963
2013-03-29 13:03:29,1,43.70455920,-72.29484530
2013-03-29 13:23:29,1,43.70454490,-72.29479970
